Rank,Product,Team,Year,Product_Category,Sales_Engineer,BKS_Sales,KWG_Sales,TNG_Sales,BGR_Sales,Total_Sales
9933,Spider-Man: Edge of Time,TMSales10,2011.0,Directional Control Valves,Febby,0.08,0.03,0.0,0.01,0.12
9934,Mobil 1 Rally Championship,TMSales13,2000.0,Switches/Sensors,Amir,0.07,0.04,0.0,0.01,0.12
9935,King of Colosseum (Red): Shin Nippon x Zen Nippon x Pancrase Disc,TMSales7,2002.0,FRL,Spike,0.0,0.0,0.12,0.0,0.12
9936,Turok: Evolution,TMSales9,2002.0,Rotary Actuators,Acclaim Entertainment,0.08,0.03,0.0,0.0,0.12
9937,The Clique: Diss and Make Up,TMSales4,2009.0,Lubrication,Warner Bros. Interactive Entertainment,0.11,0.0,0.0,0.01,0.12
9938,Love Live! School Idol Paradise,TMSales23,2014.0,Vacuum Equipment,Kadokawa Games,0.0,0.0,0.12,0.0,0.12
9939,Rugrats: Totally Angelica,TMSales13,2001.0,Lubrication,Yogi,0.06,0.04,0.0,0.01,0.12
9940,Nightshade,TMSales7,2003.0,Directional Control Valves,Amin,0.06,0.04,0.0,0.01,0.12
9941,NFL Tour,TMSales6,2008.0,Air Cylinders,Amir,0.1,0.01,0.0,0.01,0.12
9942,Ridge Racer Unbounded,TMSales5,2012.0,Switches/Sensors,Yaqub,0.05,0.05,0.0,0.01,0.12
9943,CSI: Crime Scene Investigation,TMSales14,2004.0,Lubrication,Andrias,0.09,0.03,0.0,0.0,0.12
9944,The Lord of the Rings: Aragorn's Quest,TMSales17,2010.0,Directional Control Valves,Warner Bros. Interactive Entertainment,0.07,0.02,0.0,0.02,0.12
9945,Yogi Bear: The Video Game,TMSales1,2010.0,Directional Control Valves,D3Publisher,0.06,0.05,0.0,0.01,0.12
9946,Makai Shin Trillion,TMSales23,2014.0,Fittings/Tubing,Idea Factory,0.02,0.02,0.06,0.01,0.12
9947,Buffy the Vampire Slayer: Chaos Bleeds,TMSales14,2003.0,Directional Control Valves,Vivendi Games,0.09,0.03,0.0,0.0,0.12
9948,Lost Horizon,TMSales15,2010.0,Lubrication,Deep Silver,0.0,0.1,0.0,0.02,0.12
9949,Hanagumi Taisen Columns,TMSales25,1997.0,Air Preparation,Amin,0.0,0.0,0.12,0.0,0.12
9950,Tales of Destiny 2,TMSales17,2007.0,Fittings/Tubing,Yaqub,0.0,0.0,0.12,0.0,0.12
9951,Teenage Mutant Ninja Turtles 3: Mutant Nightmare,TMSales19,2005.0,Directional Control Valves,Rizal,0.09,0.02,0.0,0.0,0.12
9952,Power Pro Kun Pocket 14,TMSales4,2011.0,Air Cylinders,Rizal,0.0,0.0,0.12,0.0,0.12
9953,Get Up and Dance,TMSales1,2011.0,Vacuum Equipment,O-Games,0.06,0.04,0.0,0.01,0.12
9954,Merv Griffin's Crosswords,TMSales1,2008.0,Air Preparation,Yogi,0.11,0.0,0.0,0.01,0.12
9955,Rango: The Video Game,TMSales4,2011.0,Directional Control Valves,Amir,0.07,0.03,0.0,0.01,0.12
9956,Planet 51,TMSales6,2009.0,Directional Control Valves,Amin,0.07,0.03,0.0,0.02,0.12
9957,Ultimate Puzzle Games: Sudoku Edition,TMSales4,2007.0,Air Preparation,Telegames,0.11,0.0,0.0,0.01,0.12
9958,Tokyo Twilight Ghost Hunters,TMSales23,2014.0,Fittings/Tubing,Aksys Games,0.06,0.01,0.02,0.02,0.12
9959,Deadpool,TMSales18,2015.0,Directional Control Valves,Febby,0.08,0.03,0.0,0.01,0.12
9960,UN Squadron,TMSales8,1991.0,Rotary Actuators,Capcom,0.0,0.0,0.12,0.0,0.12
9961,Tecmo Super Bowl,TMSales13,1996.0,Air Cylinders,Tecmo Koei,0.06,0.04,0.0,0.01,0.12
9962,TMNT,TMSales17,2007.0,Directional Control Valves,Andrias,0.1,0.01,0.0,0.01,0.12
9963,Dora the Explorer: Journey to the Purple Planet,TMSales19,2005.0,Lubrication,Global Star,0.09,0.02,0.0,0.0,0.12
9964,Lunar 2: Eternal Blue,TMSales25,1998.0,Fittings/Tubing,Kadokawa Shoten,0.0,0.0,0.12,0.0,0.12
9965,NHL Powerplay '96,TMSales13,1996.0,Air Cylinders,Virgin Interactive,0.06,0.04,0.0,0.01,0.12
9966,Thousand Arms,TMSales13,1998.0,Fittings/Tubing,Atlus,0.06,0.04,0.0,0.01,0.12
9967,de Blob 2,TMSales4,2011.0,Electric Actuators,Yogi,0.09,0.02,0.0,0.01,0.12
9968,Arctic Thunder,TMSales14,2001.0,Switches/Sensors,Midway Games,0.09,0.02,0.0,0.0,0.12
9969,Hyperdimension Neptunia Re;Birth 3,TMSales23,2014.0,Directional Control Valves,Idea Factory International,0.07,0.01,0.0,0.03,0.12
9970,Barnyard,TMSales19,2006.0,Directional Control Valves,Yogi,0.09,0.02,0.0,0.0,0.12
9971,Stolen Song,TMSales13,1998.0,Lubrication,Ferdi,0.0,0.0,0.11,0.01,0.12
9972,Darkspore,TMSales15,2011.0,Fittings/Tubing,Amir,0.07,0.03,0.0,0.01,0.12
9973,2 in 1 Combo Pack: Sonic Heroes / Super Monkey Ball Deluxe,TMSales5,2013.0,Vacuum Equipment,Andrias,0.09,0.01,0.0,0.01,0.12
9974,Armored Core: Verdict Day,TMSales6,2013.0,Flow Control,From Software,0.0,0.0,0.12,0.0,0.12
9975,Yattaman DS: BikkuriDokkiri Daisakusen da Koron,TMSales4,2008.0,Directional Control Valves,Takara Tomy,0.0,0.0,0.12,0.0,0.12
9976,Harvey Birdman: Attorney at Law,TMSales7,2008.0,Lubrication,Capcom,0.06,0.04,0.0,0.01,0.12
9977,Wipeout 2,TMSales6,2011.0,Vacuum Equipment,Febby,0.11,0.0,0.0,0.01,0.12
9978,Dawn of Discovery,TMSales4,2009.0,Flow Control,Andrias,0.07,0.03,0.0,0.01,0.12
9979,DEATH NOTE: Kira Game,TMSales4,2007.0,Lubrication,Rizal,0.0,0.0,0.12,0.0,0.12
9980,Sengoku Cyber: Fujimaru Jigokuhen,TMSales13,1995.0,Accessories,Ferdi,0.0,0.0,0.11,0.01,0.12
9981,Hisshou Pachinko*Pachi-Slot Kouryaku Series Vol.10: CR Shinseiki Evangelion: Kiseki no Kachi,TMSales7,2007.0,Vacuum Equipment,D3Publisher,0.0,0.0,0.12,0.0,0.12
9982,ASH: Archaic Sealed Heat,TMSales4,2007.0,Fittings/Tubing,Bayu,0.0,0.0,0.12,0.0,0.12
9983,Happy Feet Two,TMSales4,,Directional Control Valves,Warner Bros. Interactive Entertainment,0.09,0.02,0.0,0.01,0.12
9984,Brunswick Pro Bowling,TMSales10,2011.0,Air Cylinders,Crave Entertainment,0.11,0.0,0.0,0.01,0.12
9985,Fantastic Four: Rise of the Silver Surfer,TMSales5,2007.0,Directional Control Valves,Faisal,0.1,0.01,0.0,0.01,0.12
9986,Dorabase 2: Nettou Ultra Stadium,TMSales4,2009.0,Air Cylinders,Yaqub,0.0,0.0,0.12,0.0,0.12
9987,Center Ring Boxing,TMSales25,1994.0,FRL,JVC,0.0,0.0,0.12,0.0,0.12
9988,NHL 2K3,TMSales14,2002.0,Air Cylinders,Amin,0.09,0.02,0.0,0.0,0.12
9989,Puzzler World 2,TMSales4,2010.0,Air Preparation,Andrias,0.02,0.07,0.0,0.02,0.12
9990,Die Hard: Vendetta,TMSales19,2002.0,Rotary Actuators,NDA Productions,0.09,0.02,0.0,0.0,0.12
9991,Sword Art Online: Hollow Fragment,TMSales11,2015.0,Fittings/Tubing,Yaqub,0.0,0.1,0.0,0.02,0.12
9992,F1 2002,TMSales7,2002.0,Switches/Sensors,Amir,0.05,0.04,0.02,0.01,0.12
9993,Hasbro Family Game Night Fun Pack,TMSales1,2011.0,Vacuum Equipment,Amir,0.11,0.0,0.0,0.01,0.12
9994,FIFA Soccer,TMSales17,2005.0,Air Cylinders,Amir,0.11,0.0,0.0,0.01,0.12
9995,Dead Island Definitive Collection,TMSales11,2016.0,Directional Control Valves,Deep Silver,0.02,0.07,0.01,0.02,0.12
9996,Sphinx and the Cursed Mummy,TMSales14,2003.0,Directional Control Valves,Yogi,0.09,0.02,0.0,0.0,0.12
9997,Army Men: Soldiers of Misfortune,TMSales4,2008.0,Rotary Actuators,Zoo Games,0.11,0.0,0.0,0.01,0.12
9998,GT Advance 2: Rally Racing,TMSales9,2001.0,Switches/Sensors,Yogi,0.08,0.03,0.0,0.0,0.11
9999,Mystery P.I. - Portrait of a Thief,TMSales4,2008.0,Lubrication,Unknown,0.11,0.0,0.0,0.01,0.11
10000,Yakuza,TMSales6,2012.0,Directional Control Valves,Amin,0.0,0.0,0.11,0.0,0.11
10001,DOA 2: Dead or Alive 2 Hardcore,TMSales7,2000.0,FRL,Tecmo Koei,0.0,0.0,0.11,0.0,0.11
10002,A Witch's Tale,TMSales4,2009.0,Fittings/Tubing,Nippon Ichi Software,0.08,0.0,0.03,0.01,0.11
10003,Hollywood Squares,TMSales1,2010.0,Vacuum Equipment,Andrias,0.11,0.0,0.0,0.01,0.11
10004,Cabela's Deer Hunt 2005 Season,TMSales14,2004.0,Air Cylinders,Febby,0.09,0.02,0.0,0.0,0.11
10005,SplashDown,TMSales14,2002.0,Switches/Sensors,Kriston,0.09,0.02,0.0,0.0,0.11
10006,Nobunaga no Yabou: Tenshoki,TMSales25,1995.0,Accessories,Tecmo Koei,0.0,0.0,0.11,0.0,0.11
10007,Stronghold,TMSales15,2001.0,Accessories,Gathering of Developers,0.0,0.09,0.0,0.02,0.11
10008,Warhammer: Battle March,TMSales5,2008.0,Accessories,Deep Silver,0.09,0.02,0.0,0.01,0.11
10009,F1 Racing Championship,TMSales13,2000.0,Switches/Sensors,Video System,0.06,0.04,0.0,0.01,0.11
10010,Dead Man's Hand,TMSales14,2004.0,Rotary Actuators,Kriston,0.09,0.02,0.0,0.0,0.11
10011,Smash Cars,TMSales7,2003.0,Switches/Sensors,Metro 3D,0.06,0.04,0.0,0.01,0.11
10012,NASCAR 07,TMSales7,2006.0,Switches/Sensors,Amir,0.06,0.04,0.0,0.01,0.11
10013,Karaoke Revolution Presents American Idol Encore 2,TMSales6,2008.0,Vacuum Equipment,Rizal,0.11,0.0,0.0,0.01,0.11
10014,Nickelodeon Dance,TMSales5,2011.0,Vacuum Equipment,Faisal,0.08,0.02,0.0,0.01,0.11
10015,Pac 'n Roll,TMSales4,2005.0,Electric Actuators,Yaqub,0.09,0.0,0.02,0.01,0.11
10016,Cabela's North American Adventures,TMSales6,2010.0,Air Cylinders,Febby,0.11,0.0,0.0,0.01,0.11
10017,Mechanic Master,TMSales4,2008.0,Air Preparation,Midway Games,0.1,0.0,0.0,0.01,0.11
10018,Jikkyou Powerful Pro Yakyuu 12 Ketteiban,TMSales7,2005.0,Air Cylinders,Rizal,0.0,0.0,0.11,0.0,0.11
10019,Melty Blood: Act Cadenza,TMSales7,2006.0,FRL,Amin,0.0,0.0,0.11,0.0,0.11
10020,Dokapon Kingdom,TMSales7,2007.0,Fittings/Tubing,Sting,0.05,0.04,0.02,0.01,0.11
10021,ToeJam & Earl III: Mission to Earth,TMSales14,2002.0,Directional Control Valves,Amin,0.09,0.02,0.0,0.0,0.11
10022,Phantasy Star Collection,TMSales9,2002.0,Fittings/Tubing,Kriston,0.08,0.03,0.0,0.0,0.11
10023,Doukoku Shoshite...,TMSales25,1998.0,Lubrication,Data East,0.0,0.0,0.11,0.0,0.11
10024,LEGO Knights' Kingdom,TMSales9,2004.0,Directional Control Valves,Yogi,0.08,0.03,0.0,0.0,0.11
10025,Final Fantasy III,TMSales17,2012.0,Fittings/Tubing,Square Enix,0.0,0.0,0.11,0.0,0.11
10026,Family Game Night 4: The Game Show,TMSales6,2011.0,Vacuum Equipment,Amir,0.08,0.02,0.0,0.01,0.11
10027,Retro Game Challenge,TMSales4,2007.0,Directional Control Valves,Yaqub,0.0,0.0,0.11,0.0,0.11
10028,NBA Jam 2002,TMSales9,2002.0,Air Cylinders,Acclaim Entertainment,0.08,0.03,0.0,0.0,0.11
10029,Every Extend Extra,TMSales17,2006.0,Rotary Actuators,Disney Interactive Studios,0.1,0.01,0.0,0.01,0.11
10030,Shining Force NEO,TMSales7,2005.0,Fittings/Tubing,Amin,0.06,0.04,0.0,0.01,0.11
10031,Tony Hawk's Pro Skater 5,TMSales18,2015.0,Air Cylinders,Febby,0.08,0.02,0.0,0.01,0.11
10032,Brain Quest: Grades 5 & 6,TMSales4,2008.0,Vacuum Equipment,Amir,0.11,0.0,0.0,0.01,0.11
10033,SingStar Latino,TMSales6,2009.0,Vacuum Equipment,Ferdi,0.11,0.0,0.0,0.01,0.11
10034,Girl Time,TMSales4,2009.0,Flow Control,Yogi,0.11,0.0,0.0,0.01,0.11
10035,Army Men: Sarge's War,TMSales14,2004.0,Rotary Actuators,Global Star,0.09,0.02,0.0,0.0,0.11
10036,Ultimate Mortal Kombat,TMSales4,2007.0,FRL,Midway Games,0.09,0.01,0.0,0.01,0.11
10037,Pocket Soccer League: Calciobit,TMSales10,2012.0,Air Cylinders,Bayu,0.0,0.0,0.11,0.0,0.11
10038,Primal Rage,TMSales13,1994.0,FRL,Time Warner Interactive,0.06,0.04,0.0,0.01,0.11
10039,FIFA Street 2,TMSales19,2006.0,Air Cylinders,Amir,0.09,0.02,0.0,0.0,0.11
10040,DiRT Rally,TMSales18,2016.0,Switches/Sensors,Codemasters,0.03,0.08,0.0,0.01,0.11
10041,Heart Catch PreCure! Oshare Collection,TMSales4,2010.0,Directional Control Valves,Yaqub,0.0,0.0,0.11,0.0,0.11
10042,UEFA Euro 2016,TMSales6,2016.0,Air Cylinders,Rizal,0.0,0.08,0.02,0.01,0.11
10043,Taito Legends,TMSales7,2005.0,Vacuum Equipment,Empire Interactive,0.06,0.04,0.0,0.01,0.11
10044,Tom Clancy's Rainbow Six: Rogue Spear,TMSales9,2002.0,Rotary Actuators,Andrias,0.08,0.03,0.0,0.0,0.11
10045,BoomBots,TMSales13,1999.0,FRL,SouthPeak Games,0.06,0.04,0.0,0.01,0.11
10046,Monster Madness: Battle for Suburbia,TMSales5,2007.0,Rotary Actuators,SouthPeak Games,0.1,0.0,0.0,0.01,0.11
10047,Star Trek: Conquest,TMSales7,,Accessories,Bethesda Softworks,0.06,0.04,0.0,0.01,0.11
10048,FIFA Soccer 06,TMSales17,2005.0,Air Cylinders,Amir,0.1,0.01,0.0,0.01,0.11
10049,Life is Strange,TMSales18,2016.0,Lubrication,Square Enix,0.08,0.02,0.0,0.01,0.11
10050,NFL Head Coach 09,TMSales5,2008.0,Air Cylinders,Amir,0.11,0.0,0.0,0.01,0.11
10051,World Championship Rugby,TMSales7,2004.0,Air Cylinders,Acclaim Entertainment,0.06,0.04,0.0,0.01,0.11
10052,Phantom Dust,TMSales14,2004.0,Directional Control Valves,Agus,0.08,0.02,0.0,0.0,0.11
10053,Shinseiki Evangelion: Koutetsu no Girlfriend,TMSales13,1998.0,Lubrication,Gainax Network Systems,0.0,0.0,0.11,0.01,0.11
10054,Shin Sangoku Musou: Multi Raid 2,TMSales17,2010.0,Directional Control Valves,Tecmo Koei,0.0,0.0,0.11,0.0,0.11
10055,Taiko Drum Master: Tokumori!,TMSales20,2014.0,Vacuum Equipment,Yaqub,0.0,0.0,0.11,0.0,0.11
10056,Growlanser Generations,TMSales7,2003.0,Fittings/Tubing,Atlus,0.06,0.04,0.0,0.01,0.11
10057,Mega Man Battle Chip Challenge,TMSales9,2003.0,Vacuum Equipment,Capcom,0.08,0.03,0.0,0.0,0.11
10058,Desktop Tower Defense,TMSales4,2009.0,Accessories,Yogi,0.11,0.0,0.0,0.01,0.11
10059,Puyo Puyo Tetris,TMSales10,2014.0,Air Preparation,Amin,0.0,0.0,0.11,0.0,0.11
10060,Pro Evolution Soccer 2014,TMSales15,2013.0,Directional Control Valves,Rizal,0.0,0.09,0.0,0.02,0.11
10061,"Sakura Wars: So Long, My Love",TMSales1,2010.0,Fittings/Tubing,Ackkstudios,0.06,0.04,0.0,0.01,0.11
10062,The Settlers,TMSales4,2007.0,Directional Control Valves,Andrias,0.1,0.0,0.0,0.01,0.11
10063,Grease,TMSales4,2010.0,Vacuum Equipment,505 Games,0.1,0.0,0.0,0.01,0.11
10064,My SAT Coach with The Princeton Review,TMSales4,2008.0,Vacuum Equipment,Andrias,0.1,0.0,0.0,0.01,0.11
10065,Family Fun Football,TMSales1,2009.0,Air Cylinders,Tecmo Koei,0.1,0.0,0.0,0.01,0.11
10066,Ring of Red,TMSales7,2000.0,Accessories,Rizal,0.06,0.04,0.0,0.01,0.11
10067,Cold Winter,TMSales7,2005.0,Rotary Actuators,Vivendi Games,0.06,0.04,0.0,0.01,0.11
10068,International Track & Field 2000,TMSales13,1999.0,Air Cylinders,Rizal,0.06,0.04,0.0,0.01,0.11
10069,The Hardy Boys: Treasure on the Tracks,TMSales4,2009.0,Lubrication,Amin,0.11,0.0,0.0,0.01,0.11
10070,PDC World Championship Darts: Pro Tour,TMSales6,2010.0,Air Cylinders,O-Games,0.0,0.09,0.0,0.03,0.11
10071,Stubbs the Zombie in Rebel Without a Pulse,TMSales14,2005.0,Directional Control Valves,Yogi,0.08,0.02,0.0,0.0,0.11
10072,Batman: Dark Tomorrow,TMSales14,2003.0,Directional Control Valves,Kemco,0.08,0.02,0.0,0.0,0.11
10073,Ping Pals,TMSales4,2004.0,Vacuum Equipment,Yogi,0.1,0.0,0.0,0.01,0.11
10074,Fatal Frame: Maiden of Black Water,TMSales20,2014.0,Directional Control Valves,Bayu,0.0,0.03,0.08,0.0,0.11
10075,MySims SkyHeroes,TMSales6,2010.0,Directional Control Valves,Amir,0.08,0.02,0.0,0.01,0.11
10076,Blood Drive,TMSales5,2010.0,Switches/Sensors,Febby,0.09,0.01,0.0,0.01,0.11
10077,18 Wheeler: American Pro Trucker,TMSales19,2002.0,Switches/Sensors,Acclaim Entertainment,0.09,0.02,0.0,0.0,0.11
10078,Jake Hunter Detective Story: Memories of the Past,TMSales4,2007.0,Lubrication,PQube,0.06,0.0,0.05,0.0,0.11
10079,Start the Party! Save the World,TMSales6,2011.0,Vacuum Equipment,Ferdi,0.0,0.09,0.0,0.03,0.11
10080,The King of Fighters XII,TMSales5,2009.0,FRL,Ignition Entertainment,0.09,0.0,0.01,0.01,0.11
10081,Digimon World DS,TMSales4,2006.0,Fittings/Tubing,Yaqub,0.1,0.0,0.0,0.01,0.11
10082,Naruto Ultimate Collection,TMSales7,2008.0,Vacuum Equipment,Yaqub,0.06,0.04,0.0,0.01,0.11
10083,The King of Fighters '99,TMSales13,2000.0,FRL,SNK,0.0,0.0,0.11,0.01,0.11
10084,Mass Destruction,TMSales13,1997.0,Rotary Actuators,BMG Interactive Entertainment,0.06,0.04,0.0,0.01,0.11
10085,Bodycount,TMSales5,2011.0,Rotary Actuators,Codemasters,0.07,0.03,0.0,0.01,0.11
10086,Batman: Rise of Sin Tzu,TMSales14,2003.0,Directional Control Valves,Andrias,0.08,0.02,0.0,0.0,0.11
10087,Shinseiki Evangelion: Koutetsu no Girlfriend,TMSales25,1998.0,Lubrication,Amin,0.0,0.0,0.11,0.0,0.11
10088,Skylanders: SuperChargers,TMSales10,2015.0,Directional Control Valves,Febby,0.05,0.06,0.0,0.01,0.11
10089,Super Swing Golf Season 2,TMSales1,2007.0,Air Cylinders,Rising Star Games,0.08,0.0,0.03,0.01,0.11
10090,Queen's Blade: Spiral Chaos,TMSales17,2009.0,Fittings/Tubing,Yaqub,0.0,0.0,0.11,0.0,0.11
10091,Jikkyou Powerful Pro Yakyuu '95,TMSales13,1994.0,Air Cylinders,Rizal,0.0,0.0,0.11,0.01,0.11
10092,Spy vs Spy,TMSales14,2005.0,Directional Control Valves,Global Star,0.08,0.02,0.0,0.0,0.11
10093,Coraline,TMSales7,2009.0,Directional Control Valves,D3Publisher,0.06,0.04,0.0,0.01,0.11
10094,The Price is Right: Decades,TMSales5,2011.0,Vacuum Equipment,Andrias,0.11,0.0,0.0,0.01,0.11
10095,Sega Touring Car Championship,TMSales25,1996.0,Switches/Sensors,Amin,0.0,0.0,0.11,0.0,0.11
10096,GoldenEye: Rogue Agent,TMSales4,2005.0,Rotary Actuators,Amir,0.1,0.0,0.0,0.01,0.11
10097,JASF: Jane's Advanced Strike Fighters,TMSales6,2011.0,Flow Control,Deep Silver,0.07,0.03,0.0,0.02,0.11
10098,Cake Mania,TMSales4,2007.0,Air Preparation,Majesco Entertainment,0.09,0.01,0.0,0.01,0.11
10099,Cold Fear,TMSales7,2005.0,Directional Control Valves,Andrias,0.06,0.04,0.0,0.01,0.11
10100,Akiba's Trip: Undead & Undressed,TMSales11,2014.0,Directional Control Valves,Acquire,0.08,0.0,0.01,0.02,0.11
10101,Zangeki no Reginleiv,TMSales1,2010.0,Directional Control Valves,Bayu,0.0,0.0,0.11,0.0,0.11
10102,Stronghold Kingdoms,TMSales15,2011.0,Accessories,DTP Entertainment,0.0,0.1,0.0,0.02,0.11
10103,Fabulous Finds,TMSales4,2009.0,Air Preparation,ValuSoft,0.1,0.0,0.0,0.01,0.11
10104,Vacation Sports,TMSales1,2009.0,Air Cylinders,Andrias,0.1,0.01,0.0,0.01,0.11
10105,Daito Giken Koushiki Pachi-Slot Simulator: Hihouden,TMSales7,2006.0,Vacuum Equipment,Daito,0.0,0.0,0.11,0.0,0.11
10106,PDC World Championship Darts: Pro Tour,TMSales1,2010.0,Air Cylinders,O-Games,0.0,0.1,0.0,0.01,0.11
10107,Pimp My Ride,TMSales1,2008.0,Switches/Sensors,Febby,0.1,0.0,0.0,0.01,0.11
10108,Surf's Up,TMSales17,2007.0,Air Cylinders,Andrias,0.02,0.06,0.0,0.03,0.11
10109,Invizimals: The Lost Tribes,TMSales17,2011.0,Directional Control Valves,Ferdi,0.0,0.08,0.0,0.04,0.11
10110,Let's Play Garden,TMSales4,2010.0,Flow Control,Deep Silver,0.11,0.0,0.0,0.01,0.11
10111,NHL Hitz 20-03,TMSales14,2002.0,Air Cylinders,Midway Games,0.08,0.02,0.0,0.0,0.11
10112,Murakumo: Renegade Mech Pursuit,TMSales14,2002.0,Rotary Actuators,From Software,0.04,0.01,0.06,0.0,0.11
10113,Heavy Fire: Afghanistan,TMSales1,2011.0,Rotary Actuators,Mastiff,0.11,0.0,0.0,0.01,0.11
10114,Samurai Warriors 4-II,TMSales11,2015.0,Directional Control Valves,Tecmo Koei,0.03,0.02,0.06,0.01,0.11
10115,Open Season,TMSales5,2006.0,Electric Actuators,Andrias,0.1,0.0,0.0,0.01,0.11
10116,WireWay,TMSales4,2009.0,Lubrication,Rizal,0.1,0.0,0.0,0.01,0.11
10117,Gun Metal,TMSales14,2002.0,Rotary Actuators,Rage Software,0.08,0.02,0.0,0.0,0.11
10118,Just In Time Translations,TMSales4,2009.0,Vacuum Equipment,Yogi,0.1,0.0,0.0,0.01,0.11
10119,John Daly's ProStroke Golf,TMSales6,2010.0,Air Cylinders,O-Games,0.09,0.02,0.0,0.01,0.11
10120,Pro Yaky? Spirits 5,TMSales6,2008.0,Air Cylinders,Rizal,0.0,0.0,0.11,0.0,0.11
10121,Samurai Warriors 4-II,TMSales6,2015.0,Directional Control Valves,Tecmo Koei,0.0,0.0,0.11,0.0,0.11
10122,BloodRayne,TMSales19,2002.0,Rotary Actuators,Universal Interactive,0.09,0.02,0.0,0.0,0.11
10123,The Hardy Boys: The Hidden Theft,TMSales1,2009.0,Lubrication,The Adventure Company,0.07,0.03,0.0,0.01,0.11
10124,Metal Slug 4 & 5,TMSales7,2005.0,Rotary Actuators,SNK Playmore,0.05,0.04,0.0,0.01,0.11
10125,Pac-Man and the Ghostly Adventures 2,TMSales5,2014.0,Lubrication,Yaqub,0.05,0.05,0.0,0.01,0.11
10126,ECW Anarchy Rulz,TMSales13,1999.0,FRL,Acclaim Entertainment,0.06,0.04,0.0,0.01,0.11
10127,InuYasha: A Feudal Fairy Tale,TMSales13,2002.0,FRL,Yaqub,0.0,0.0,0.1,0.01,0.11
10128,Gem Quest: 4 Elements,TMSales4,2011.0,Air Preparation,Mastertronic,0.05,0.05,0.0,0.01,0.11
10129,Funky Barn,TMSales10,2012.0,Flow Control,Andrias,0.07,0.03,0.0,0.01,0.11
10130,J-League Winning Eleven 9: Asia Championship,TMSales7,2005.0,Air Cylinders,Rizal,0.0,0.0,0.11,0.0,0.11
10131,Sabrina The Teenage Witch: Potion Commotion,TMSales9,2002.0,Directional Control Valves,Andrias,0.08,0.03,0.0,0.0,0.11
10132,Pac-Man Pinball Advance,TMSales9,2005.0,Vacuum Equipment,Zoo Digital Publishing,0.08,0.03,0.0,0.0,0.11
10133,Pocket Pets,TMSales4,2007.0,Flow Control,O3 Entertainment,0.1,0.0,0.0,0.01,0.11
10134,Yu Yu Hakusho: Tournament Tactics,TMSales9,2004.0,Accessories,Kriston,0.08,0.03,0.0,0.0,0.11
10135,Home Run King,TMSales19,2002.0,Air Cylinders,Amin,0.09,0.02,0.0,0.0,0.11
10136,Power Rangers: Super Legends,TMSales4,2007.0,Directional Control Valves,Disney Interactive Studios,0.08,0.03,0.0,0.01,0.11
10137,To Heart 2: Dungeon Travelers,TMSales17,2011.0,Lubrication,Aqua Plus,0.0,0.0,0.11,0.0,0.11
10138,Where the Wild Things Are,TMSales5,2009.0,Electric Actuators,Warner Bros. Interactive Entertainment,0.1,0.0,0.0,0.01,0.11
10139,Lost in Blue,TMSales4,2005.0,Lubrication,Rizal,0.07,0.02,0.02,0.01,0.11
10140,Criminal Girls: Invite Only,TMSales23,2013.0,Fittings/Tubing,Nippon Ichi Software,0.04,0.02,0.04,0.02,0.11
10141,WWE All Stars,TMSales7,2011.0,FRL,Yogi,0.05,0.04,0.0,0.01,0.11
10142,MLB Power Pros,TMSales7,2007.0,Air Cylinders,Rizal,0.0,0.0,0.11,0.0,0.11
10143,Truth or Lies,TMSales5,2010.0,Vacuum Equipment,Yogi,0.07,0.03,0.0,0.01,0.11
10144,Virtua Fighter CG Portrait Series Vol.1: Sarah Bryant,TMSales25,1995.0,Vacuum Equipment,Amin,0.0,0.0,0.11,0.0,0.11
10145,Kousoku Card Battle: Card Hero,TMSales4,2007.0,Accessories,Bayu,0.0,0.0,0.11,0.0,0.11
10146,AirForce Delta Strike,TMSales7,2004.0,Flow Control,Rizal,0.05,0.04,0.0,0.01,0.11
10147,Dora's Big Birthday Adventure,TMSales1,2010.0,Vacuum Equipment,Faisal,0.1,0.01,0.0,0.01,0.11
10148,Tokimeki Memorial: Girl's Side 2nd Season,TMSales4,2008.0,Lubrication,Rizal,0.0,0.0,0.11,0.0,0.11
10149,Disney's Peter Pan: Return to Never Land,TMSales9,2002.0,Electric Actuators,Andrias,0.08,0.03,0.0,0.0,0.11
10150,The Fairly Odd Parents: Breakin Da Rules,TMSales14,2003.0,Electric Actuators,Yogi,0.08,0.02,0.0,0.0,0.11
10151,Monkey Island: Special Edition Collection,TMSales6,2011.0,Lubrication,Febby,0.0,0.08,0.0,0.03,0.11
10152,Capcom vs. SNK 2 EO,TMSales19,2002.0,FRL,Capcom,0.09,0.02,0.0,0.0,0.11
10153,Hot Wheels Velocity X,TMSales19,2002.0,Switches/Sensors,Yogi,0.09,0.02,0.0,0.0,0.11
10154,Super Run For Money Tousouchuu Atsumare! Saikyou no Tousou Monotachi,TMSales10,2015.0,Directional Control Valves,Yaqub,0.0,0.0,0.11,0.0,0.11
10155,Spyborgs,TMSales1,2009.0,Directional Control Valves,Capcom,0.1,0.01,0.0,0.01,0.11
10156,American Girl: Julie Finds a Way,TMSales4,2007.0,Lubrication,Yogi,0.1,0.0,0.0,0.01,0.11
10157,Contra Advance: The Alien Wars EX,TMSales9,2002.0,Rotary Actuators,Rizal,0.08,0.03,0.0,0.0,0.11
